id,created_at,updated_at,manufacturer_id,processor_family_id,microarchitecture_id,code_name_id,technology_id,cache_on_id,cache_off_id,die_photo_id,model,date,clock,max_clock,hw_nthreadspercore,hw_ncores,tdp,source,bus_width,transistors,die_size,vdd_low,vdd_high
11,"2014-11-17 00:01:26.974090","2014-11-17 00:01:26.974090",9,2,,3,,4,2,,326,,2530,,1,1,84,http://ark.intel.com/products/27111/Intel-Celeron-D-Processor-326-(256K-Cache-2_53-GHz-533-MHz-FSB),,125,112,1.25,1.4
12,"2014-11-17 00:01:26.995734","2014-11-17 00:01:26.995734",9,2,,3,,4,2,,330,,2660,,1,1,73,http://ark.intel.com/products/27112/Intel-Celeron-D-Processor-330-(256K-Cache-2_66-GHz-533-MHz-FSB),,125,112,1.25,1.4
13,"2014-11-17 00:01:27.018634","2014-11-17 00:01:27.018634",9,2,,3,,4,2,,330J,,2660,,1,1,84,http://ark.intel.com/products/27114/Intel-Celeron-D-Processor-330J-(256K-Cache-2_66-GHz-533-MHz-FSB),,125,112,1.25,1.4
14,"2014-11-17 00:01:27.039080","2014-11-17 00:01:27.039080",9,2,,3,,4,2,,331,,2660,,1,1,84,http://ark.intel.com/products/27115/Intel-Celeron-D-Processor-331-(256K-Cache-2_66-GHz-533-MHz-FSB),,125,112,1.25,1.4
15,"2014-11-17 00:01:27.062386","2014-11-17 00:01:27.062386",9,2,,3,,4,2,,335J,,2800,,1,1,84,http://ark.intel.com/products/27118/Intel-Celeron-D-Processor-335J-(256K-Cache-2_80-GHz-533-MHz-FSB),,125,112,1.25,1.4
16,"2014-11-17 00:01:27.142737","2014-11-17 00:01:27.142737",9,2,,3,,4,2,,336,,2800,,1,1,84,http://ark.intel.com/products/27119/Intel-Celeron-D-Processor-336-(256K-Cache-2_80-GHz-533-MHz-FSB),,125,112,1.25,1.4
17,"2014-11-17 00:01:27.165279","2014-11-17 00:01:27.165279",9,2,,3,,4,2,,340,,2930,,1,1,73,http://ark.intel.com/products/27120/Intel-Celeron-D-Processor-340-(256K-Cache-2_93-GHz-533-MHz-FSB),,125,112,1.25,1.4
18,"2014-11-17 00:01:27.188150","2014-11-17 00:01:27.188150",9,2,,3,,4,2,,340J,,2930,,1,1,84,http://ark.intel.com/products/27121/Intel-Celeron-D-Processor-340J-(256K-Cache-2_93-GHz-533-MHz-FSB),,125,112,1.25,1.4
19,"2014-11-17 00:01:27.208418","2014-11-17 00:01:27.208418",9,2,,3,,4,2,,345,,3060,,1,1,73,http://ark.intel.com/products/27123/Intel-Celeron-D-Processor-345-(256K-Cache-3_06-GHz-533-MHz-FSB),,125,112,1.25,1.4
20,"2014-11-17 00:01:27.228689","2014-11-17 00:01:27.228689",9,2,,3,,4,2,,345J,,3060,,1,1,84,http://ark.intel.com/products/27124/Intel-Celeron-D-Processor-345J-(256K-Cache-3_06-GHz-533-MHz-FSB),,125,112,1.25,1.4
21,"2014-11-17 00:01:27.251224","2014-11-17 00:01:27.251224",9,2,,3,,4,2,,346,,3060,,1,1,84,http://ark.intel.com/products/27125/Intel-Celeron-D-Processor-346-(256K-Cache-3_06-GHz-533-MHz-FSB),,125,112,1.25,1.4
22,"2014-11-17 00:01:27.272903","2014-11-17 00:01:27.272903",9,2,,3,,4,2,,350,,3200,,1,1,73,http://ark.intel.com/products/27126/Intel-Celeron-D-Processor-350-(256K-Cache-3_20-GHz-533-MHz-FSB),,125,112,1.25,1.4
23,"2014-11-17 00:01:27.293688","2014-11-17 00:01:27.293688",9,2,,3,,4,2,,350J,,3200,,1,1,73,http://ark.intel.com/products/27127/Intel-Celeron-D-Processor-350350J-(256K-Cache-3_20-GHz-533-MHz-FSB),,125,112,1.25,1.4
24,"2014-11-17 00:01:27.316604","2014-11-17 00:01:27.316604",9,2,,3,,4,2,,351,,3200,,1,1,84,http://ark.intel.com/products/27128/Intel-Celeron-D-Processor-351-(256K-Cache-3_20-GHz-533-MHz-FSB),,125,112,1.25,1.4
25,"2014-11-17 00:01:27.338452","2014-11-17 00:01:27.338452",9,2,,3,,4,2,,355,,3330,,1,1,84,http://ark.intel.com/products/27130/Intel-Celeron-D-Processor-355-(256K-Cache-3_33-GHz-533-MHz-FSB),,125,112,1.25,1.4
26,"2014-11-17 00:01:27.381180","2014-11-17 00:01:27.381180",9,2,,4,,5,2,,356,,3330,,1,1,86,http://ark.intel.com/products/27131/Intel-Celeron-D-Processor-356-(512K-Cache-3_33-GHz-533-MHz-FSB),,188,81,1.25,1.325
27,"2014-11-17 00:01:27.400815","2014-11-17 00:01:27.400815",9,2,,4,,5,2,,360,,3460,,1,1,65,http://ark.intel.com/products/27132/Intel-Celeron-D-Processor-360-(512K-Cache-3_46-GHz-533-MHz-FSB),,188,81,1.25,1.325
28,"2014-11-17 00:01:27.442228","2014-11-17 00:01:27.442228",9,3,,5,,5,2,,310,,1200,,1,1,24.5,http://ark.intel.com/products/27138/Intel-Celeron-M-Processor-310-(512K-Cache-1_20-GHz-400-MHz-FSB),,77,83,,1.356
29,"2014-11-17 00:01:27.462385","2014-11-17 00:01:27.462385",9,3,,5,,5,2,,330,,1400,,1,1,24.5,http://ark.intel.com/products/27140/Intel-Celeron-M-Processor-330-(512K-Cache-1_40-GHz-400-MHz-FSB),,77,83,,1.356
30,"2014-11-17 00:01:27.484997","2014-11-17 00:01:27.484997",9,3,,5,,5,2,,340,,1500,,1,1,24.5,http://ark.intel.com/products/27141/Intel-Celeron-M-Processor-340-(512K-Cache-1_50-GHz-400-MHz-FSB),,77,83,,1.356
31,"2014-11-17 00:01:27.518347","2014-11-17 00:01:27.518347",9,3,,6,,3,2,,350,,1300,,1,1,21,http://ark.intel.com/products/27142/Intel-Celeron-M-Processor-350-(1M-Cache-1_30-GHz-400-MHz-FSB),,144,87,,1.26
32,"2014-11-17 00:01:27.538306","2014-11-17 00:01:27.538306",9,3,,6,,3,2,,360,,1400,,1,1,21,http://ark.intel.com/products/27143/Intel-Celeron-M-Processor-360-(1M-Cache-1_40-GHz-400-MHz-FSB),,144,87,,
33,"2014-11-17 00:01:27.558462","2014-11-17 00:01:27.558462",9,3,,6,,3,2,,380,,1600,,1,1,21,http://ark.intel.com/products/27146/Intel-Celeron-M-Processor-380-(1M-Cache-1_60-GHz-400-MHz-FSB),,144,87,1.004,1.292
34,"2014-11-17 00:01:27.580314","2014-11-17 00:01:27.580314",9,3,,6,,3,2,,390,,1700,,1,1,21,http://ark.intel.com/products/27147/Intel-Celeron-M-Processor-390-(1M-Cache-1_70-GHz-400-MHz-FSB),,144,87,1.004,1.292
35,"2014-11-17 00:01:27.611632","2014-11-17 00:01:27.611632",9,3,,7,,3,2,,410,,1460,,1,1,27,http://ark.intel.com/products/27148/Intel-Celeron-M-Processor-410-(1M-Cache-1_46-GHz-533-MHz-FSB),,151,90,1,1.3
36,"2014-11-17 00:01:27.632430","2014-11-17 00:01:27.632430",9,3,,7,,3,2,,420,,1600,,1,1,27,http://ark.intel.com/products/27149/Intel-Celeron-M-Processor-420-(1M-Cache-1_60-GHz-533-MHz-FSB),,151,90,1,1.3
37,"2014-11-17 00:01:27.656233","2014-11-17 00:01:27.656233",9,3,,7,,3,2,,430,,1730,,1,1,27,http://ark.intel.com/products/27150/Intel-Celeron-M-Processor-430-(1M-Cache-1_73-GHz-533-MHz-FSB),,151,90,1,1.3
38,"2014-11-17 00:01:27.676503","2014-11-17 00:01:27.676503",9,3,,7,,3,2,,450,,2000,,1,1,27,http://ark.intel.com/products/27152/Intel-Celeron-M-Processor-450-(1M-Cache-2_00-GHz-533-MHz-FSB),,151,90,1,1.3
39,"2014-11-17 00:01:27.695606","2014-11-17 00:01:27.695606",9,3,,5,,5,2,,333,,900,,1,1,7,http://ark.intel.com/products/27156/Intel-Celeron-M-Processor-ULV-333-(512K-Cache-900-MHz-400-MHz-FSB),,77,83,,1.004
40,"2014-11-17 00:01:27.716782","2014-11-17 00:01:27.716782",9,3,,6,,5,2,,353,,900,,1,1,5,http://ark.intel.com/products/27157/Intel-Celeron-M-Processor-ULV-353-(512K-Cache-900-MHz-400-MHz-FSB),,144,87,,0.94
41,"2014-11-17 00:01:27.736645","2014-11-17 00:01:27.736645",9,3,,6,,3,2,,383,,1000,,1,1,5.5,http://ark.intel.com/products/27159/Intel-Celeron-M-Processor-ULV-383-(1M-Cache-1_00-GHz-400-MHz-FSB),,144,87,0.876,0.956
42,"2014-11-17 00:01:27.758437","2014-11-17 00:01:27.758437",9,3,,5,,5,2,,,,800,,1,1,7,http://ark.intel.com/products/27162/Intel-Celeron-M-Processor-ULV-800-MHz-512K-Cache-400-MHz-FSB,,77,83,,1.004
43,"2014-11-17 00:01:27.813530","2014-11-17 00:01:27.813530",9,4,,8,,6,2,,,,1000,,1,1,29,http://ark.intel.com/products/27164/Intel-Celeron-Processor-1_00-GHz-128K-Cache-100-MHz-FSB,,28,90,,1.75
44,"2014-11-17 00:01:27.844739","2014-11-17 00:01:27.844739",9,4,,9,,4,2,,,,1000,,1,1,27.8,http://ark.intel.com/products/27165/Intel-Celeron-Processor-1_00-GHz-256K-Cache-100-MHz-FSB,,44,80,,1.475
45,"2014-11-17 00:01:27.930470","2014-11-17 00:01:27.930470",9,4,,8,,6,2,,,,1100,,1,1,33,http://ark.intel.com/products/27166/Intel-Celeron-Processor-1_10-GHz-128K-Cache-100-MHz-FSB,,28,90,,1.75
46,"2014-11-17 00:01:27.951377","2014-11-17 00:01:27.951377",9,4,,9,,4,2,,,,1100,,1,1,28.9,http://ark.intel.com/products/27167/Intel-Celeron-Processor-1_10-GHz-256K-Cache-100-MHz-FSB,,44,80,,1.475
47,"2014-11-17 00:01:27.976704","2014-11-17 00:01:27.976704",9,4,,9,,4,2,,,,1300,,1,1,33.4,http://ark.intel.com/products/27169/Intel-Celeron-Processor-1_30-GHz-256K-Cache-100-MHz-FSB,,44,80,,1.5
48,"2014-11-17 00:01:27.997414","2014-11-17 00:01:27.997414",9,4,,9,,4,2,,,,1400,,1,1,34.8,http://ark.intel.com/products/27170/Intel-Celeron-Processor-1_40-GHz-256K-Cache-100-MHz-FSB,,44,80,,1.5
49,"2014-11-17 00:01:28.030471","2014-11-17 00:01:28.030471",9,4,,10,,6,2,,,2002-01-01,1700,,1,1,63.5,http://ark.intel.com/products/27172/Intel-Celeron-Processor-1_70-GHz-128K-Cache-400-MHz-FSB,,55,131,,1.75
50,"2014-11-17 00:01:28.052190","2014-11-17 00:01:28.052190",9,4,,10,,6,2,,,,1800,,1,1,66.1,http://ark.intel.com/products/27173/Intel-Celeron-Processor-1_80-GHz-128K-Cache-400-MHz-FSB,,55,131,1.56,1.725
51,"2014-11-17 00:01:28.082669","2014-11-17 00:01:28.082669",9,5,,10,,4,2,,,,1700,,1,1,30,http://ark.intel.com/products/27315/Mobile-Intel-Celeron-Processor-1_70-GHz-256K-Cache-400-MHz-FSB,,55,131,,1.3
52,"2014-11-17 00:01:28.107885","2014-11-17 00:01:28.107885",9,5,,10,,4,2,,,,1800,,1,1,66.1,http://ark.intel.com/products/27316/Mobile-Intel-Celeron-Processor-1_80-GHz-256K-Cache-400-MHz-FSB,,55,131,1.56,1.3
53,"2014-11-17 00:01:28.128804","2014-11-17 00:01:28.128804",9,4,,10,,6,2,,,,2100,,1,1,55.5,http://ark.intel.com/products/27175/Intel-Celeron-Processor-2_10-GHz-128K-Cache-400-MHz-FSB,,55,131,1.315,1.525
54,"2014-11-17 00:01:28.147842","2014-11-17 00:01:28.147842",9,4,,10,,6,2,,,,2200,,1,1,57.1,http://ark.intel.com/products/27176/Intel-Celeron-Processor-2_20-GHz-128K-Cache-400-MHz-FSB,,55,131,1.315,1.525
55,"2014-11-17 00:01:28.170031","2014-11-17 00:01:28.170031",9,4,,10,,6,2,,,,2300,,1,1,58.3,http://ark.intel.com/products/27177/Intel-Celeron-Processor-2_30-GHz-128K-Cache-400-MHz-FSB,,55,131,1.315,1.525
56,"2014-11-17 00:01:28.195147","2014-11-17 00:01:28.195147",9,4,,10,,6,2,,,,2600,,1,1,62.6,http://ark.intel.com/products/27180/Intel-Celeron-Processor-2_60-GHz-128K-Cache-400-MHz-FSB,,55,131,1.315,1.525
57,"2014-11-17 00:01:28.218442","2014-11-17 00:01:28.218442",9,4,,10,,6,2,,,,2700,,1,1,66.8,http://ark.intel.com/products/27181/Intel-Celeron-Processor-2_70-GHz-128K-Cache-400-MHz-FSB,,55,131,1.315,1.525
58,"2014-11-17 00:01:28.245469","2014-11-17 00:01:28.245469",9,4,,10,,6,2,,,,2800,,1,1,68.4,http://ark.intel.com/products/27182/Intel-Celeron-Processor-2_80-GHz-128K-Cache-400-MHz-FSB,,55,131,1.315,1.525
59,"2014-11-17 00:01:28.281834","2014-11-17 00:01:28.281834",9,4,,11,,6,2,,,,500,,1,1,27,http://ark.intel.com/products/27188/Intel-Celeron-Processor-500-MHz-128K-Cache-66-MHz-FSB,,19,154,,2
60,"2014-11-17 00:01:28.308396","2014-11-17 00:01:28.308396",9,4,,11,,6,2,,,,533,,1,1,28.3,http://ark.intel.com/products/27189/Intel-Celeron-Processor-533-MHz-128K-Cache-66-MHz-FSB,,19,154,,2
61,"2014-11-17 00:01:28.335037","2014-11-17 00:01:28.335037",9,4,,8,,6,2,,,,600,,1,1,15.8,http://ark.intel.com/products/27191/Intel-Celeron-Processor-600-MHz-128K-Cache-66-MHz-FSB,,28,90,,
62,"2014-11-17 00:01:28.358993","2014-11-17 00:01:28.358993",9,4,,8,,6,2,,,,633,,1,1,16.5,http://ark.intel.com/products/27192/Intel-Celeron-Processor-633-MHz-128K-Cache-66-MHz-FSB,,28,90,,
63,"2014-11-17 00:01:28.384298","2014-11-17 00:01:28.384298",9,4,,8,,6,2,,,,667,,1,1,17.5,http://ark.intel.com/products/27193/Intel-Celeron-Processor-667-MHz-128K-Cache-66-MHz-FSB,,28,90,,
64,"2014-11-17 00:01:28.407571","2014-11-17 00:01:28.407571",9,4,,8,,6,2,,,,700,,1,1,18.3,http://ark.intel.com/products/27194/Intel-Celeron-Processor-700-MHz-128K-Cache-66-MHz-FSB,,28,90,,
65,"2014-11-17 00:01:28.429986","2014-11-17 00:01:28.429986",9,4,,8,,6,2,,,,766,,1,1,20,http://ark.intel.com/products/27196/Intel-Celeron-Processor-766-MHz-128K-Cache-66-MHz-FSB,,28,90,,
66,"2014-11-17 00:01:28.452376","2014-11-17 00:01:28.452376",9,4,,8,,6,2,,,,800,,1,1,20.8,http://ark.intel.com/products/27197/Intel-Celeron-Processor-800-MHz-128K-Cache-100-MHz-FSB,,28,90,,
67,"2014-11-17 00:01:28.476719","2014-11-17 00:01:28.476719",9,4,,8,,6,2,,,,900,,1,1,26.7,http://ark.intel.com/products/27199/Intel-Celeron-Processor-900-MHz-128K-Cache-100-MHz-FSB,,28,90,,1.75
68,"2014-11-17 00:01:28.496283","2014-11-17 00:01:28.496283",9,4,,9,,4,2,,,,900,,1,1,34.8,http://ark.intel.com/products/27200/Intel-Celeron-Processor-900-MHz-256K-Cache-100-MHz-FSB,,44,80,,1.475
69,"2014-11-17 00:01:28.517745","2014-11-17 00:01:28.517745",9,4,,8,,6,2,,,,950,,1,1,28,http://ark.intel.com/products/27201/Intel-Celeron-Processor-950-MHz-128K-Cache-100-MHz-FSB,,28,90,,1.75
70,"2014-11-17 00:01:28.560947","2014-11-17 00:01:28.560947",9,1,,12,,7,2,,5030,,2660,,2,2,95,http://ark.intel.com/products/27208/Intel-Xeon-Processor-5030-(4M-Cache-2_66-GHz-667-MHz-FSB),,376,162,1.075,1.35
71,"2014-11-17 00:01:28.581528","2014-11-17 00:01:28.581528",9,1,,12,,7,2,,5040,,2830,,2,2,95,http://ark.intel.com/products/27209/Intel-Xeon-Processor-5040-(4M-Cache-2_83-GHz-667-MHz-FSB),,376,162,1.075,1.35
72,"2014-11-17 00:01:28.604583","2014-11-17 00:01:28.604583",9,1,,12,,7,2,,5060,,3200,,2,2,130,http://ark.intel.com/products/27211/Intel-Xeon-Processor-5060-(4M-Cache-3_20-GHz-1066-MHz-FSB),,376,162,1.075,1.35
73,"2014-11-17 00:01:28.687701","2014-11-17 00:01:28.687701",9,1,,12,,7,2,,5070,,3460,,2,2,130,http://ark.intel.com/products/27212/Intel-Xeon-Processor-5070-(4M-Cache-3_46-GHz-1066-MHz-FSB),,376,162,1.075,1.35
74,"2014-11-17 00:01:28.720135","2014-11-17 00:01:28.720135",9,1,,13,,1,2,,7030,,2800,,2,2,165,http://ark.intel.com/products/27225/Intel-Xeon-Processor-7030-(2M-Cache-2_80-GHz-800-MHz-FSB),,230,206,1.2625,1.4125
75,"2014-11-17 00:01:28.741748","2014-11-17 00:01:28.741748",9,1,,13,,7,2,,7040,,3000,,2,2,165,http://ark.intel.com/products/27226/Intel-Xeon-Processor-7040-(4M-Cache-3_00-GHz-667-MHz-FSB),,230,206,1.2625,1.4125
76,"2014-11-17 00:01:28.775547","2014-11-17 00:09:04.842868",9,6,,7,,1,2,48,L2300,,1500,,2,2,15,http://ark.intel.com/products/27228/Intel-Core-Duo-Processor-L2300-(2M-Cache-1_50-GHz-667-MHz-FSB),,151,90,0.7625,1.2125
77,"2014-11-17 00:01:28.797288","2014-11-17 00:09:04.853634",9,6,,7,,1,2,48,L2500,,1830,,2,2,15,http://ark.intel.com/products/27230/Intel-Core-Duo-Processor-L2500-(2M-Cache-1_83-GHz-667-MHz-FSB),,151,90,0.7625,1.2125
78,"2014-11-17 00:01:28.824236","2014-11-17 00:09:04.863798",9,6,,7,,1,2,48,T2050,,1600,,2,2,31,http://ark.intel.com/products/27231/Intel-Core-Duo-Processor-T2050-(2M-Cache-1_60-GHz-533-MHz-FSB),,151,90,0.7625,1.3
79,"2014-11-17 00:01:28.849103","2014-11-17 00:09:04.873786",9,6,,7,,1,2,48,T2250,,1730,,2,2,31,http://ark.intel.com/products/27232/Intel-Core-Duo-Processor-T2250-(2M-Cache-1_73-GHz-533-MHz-FSB),,151,90,0.7625,1.3
80,"2014-11-17 00:01:28.872043","2014-11-17 00:09:04.883619",9,6,,7,,1,2,48,T2300E,,1660,,2,2,31,http://ark.intel.com/products/27234/Intel-Core-Duo-Processor-T2300E-(2M-Cache-1_66-GHz-667-MHz-FSB),,151,90,0.7625,1.3
81,"2014-11-17 00:01:28.895714","2014-11-17 00:09:04.892841",9,6,,7,,1,2,48,U2400,,1060,,2,2,9,http://ark.intel.com/products/27239/Intel-Core-Duo-Processor-U2400-(2M-Cache-1_06-GHz-533-MHz-FSB),,151,90,0.8,1.1
82,"2014-11-17 00:01:28.927029","2014-11-17 00:01:28.927029",9,7,,7,,1,2,,T1300,,1660,,1,1,27,http://ark.intel.com/products/27242/Intel-Core-Solo-Processor-T1300-(2M-Cache-1_66-GHz-667-MHz-FSB),,151,90,1.1625,1.3
83,"2014-11-17 00:01:28.949460","2014-11-17 00:01:28.949460",9,7,,7,,1,2,,T1350,,1860,,1,1,31,http://ark.intel.com/products/27243/Intel-Core-Solo-Processor-T1350-(2M-Cache-1_86-GHz-533-MHz-FSB),,151,90,0.95,1.262
84,"2014-11-17 00:01:28.976267","2014-11-17 00:01:28.976267",9,7,,7,,1,2,,T1400,,1830,,1,1,27,http://ark.intel.com/products/27244/Intel-Core-Solo-Processor-T1400-(2M-Cache-1_83-GHz-667-MHz-FSB),,151,90,1.1625,1.3
85,"2014-11-17 00:01:28.997799","2014-11-17 00:01:28.997799",9,7,,7,,1,2,,U1300,,1060,,1,1,6,http://ark.intel.com/products/27246/Intel-Core-Solo-Processor-U1300-(2M-Cache-1_06-GHz-533-MHz-FSB),,151,90,0.85,1.1
86,"2014-11-17 00:01:29.024928","2014-11-17 00:01:29.024928",9,7,,7,,1,2,,U1400,,1200,,1,1,6,http://ark.intel.com/products/27247/Intel-Core-Solo-Processor-U1400-(2M-Cache-1_20-GHz-533-MHz-FSB),,151,90,0.85,1.1
87,"2014-11-17 00:01:29.076885","2014-11-17 00:09:03.340995",9,8,,14,,1,2,46,T5200,,1600,,2,2,34,"http://ark.intel.com/products/27252/Intel-Core 2-Duo-Processor-T5200-(2M-Cache-1_60-GHz-533-MHz-FSB)",,291,143,1.075,1.175
88,"2014-11-17 00:01:29.098256","2014-11-17 00:09:03.350457",9,8,,14,,1,2,46,T5600,,1830,,2,2,34,"http://ark.intel.com/products/27254/Intel-Core 2-Duo-Processor-T5600-(2M-Cache-1_83-GHz-667-MHz-FSB)",,291,143,1.0375,1.3
89,"2014-11-17 00:01:29.135923","2014-11-17 00:01:29.135923",9,1,,15,,4,2,,,,1700,,1,1,65.8,http://ark.intel.com/products/27262/Intel-Xeon-Processor-1_70-GHz-256K-Cache-400-MHz-FSB,,,,,1.75
90,"2014-11-17 00:01:29.169618","2014-11-17 00:01:29.169618",9,1,,16,,7,2,,7110N,,2500,,2,2,95,http://ark.intel.com/products/27282/Intel-Xeon-Processor-7110N-(4M-Cache-2_50-GHz-667-MHz-FSB),,1328,435,1.1,1.35
91,"2014-11-17 00:01:29.207874","2014-11-17 00:01:29.207874",9,1,,16,,7,2,,7120N,,3000,,2,2,95,http://ark.intel.com/products/27284/Intel-Xeon-Processor-7120N-(4M-Cache-3_00-GHz-667-MHz-FSB),,1328,435,1.1,1.35
92,"2014-11-17 00:01:29.254526","2014-11-17 00:01:29.254526",9,1,,16,,8,2,,7130N,,3160,,2,2,150,http://ark.intel.com/products/27286/Intel-Xeon-Processor-7130N-(8M-Cache-3_16-GHz-667-MHz-FSB),,1328,435,1.1,1.35
93,"2014-11-17 00:01:29.285413","2014-11-17 00:01:29.285413",9,1,,16,,9,2,,7140N,,3330,,2,2,150,http://ark.intel.com/products/27288/Intel-Xeon-Processor-7140N-(16M-Cache-3_33-GHz-667-MHz-FSB),,1328,435,1.1,1.35
94,"2014-11-17 00:01:29.308262","2014-11-17 00:01:29.308262",9,1,,15,,5,2,,,,1400,,1,1,64,http://ark.intel.com/products/27293/Intel-Xeon-Processor-1_40-GHz-512K-Cache-400-MHz-FSB,,,,,1.75
95,"2014-11-17 00:01:29.344705","2014-11-17 00:01:29.344705",9,1,,17,,3,2,,,,1500,,1,1,48,http://ark.intel.com/products/27294/Intel-Xeon-Processor-1_50-GHz-1M-Cache-400-MHz-FSB,,,,,1.475
96,"2014-11-17 00:01:29.364668","2014-11-17 00:01:29.364668",9,1,,15,,5,2,,,,1500,,1,1,68,http://ark.intel.com/products/27295/Intel-Xeon-Processor-1_50-GHz-512K-Cache-400-MHz-FSB,,,,,1.75
97,"2014-11-17 00:01:29.386217","2014-11-17 00:01:29.386217",9,1,,17,,3,2,,,,1900,,1,1,55,http://ark.intel.com/products/27297/Intel-Xeon-Processor-1_90-GHz-1M-Cache-400-MHz-FSB,,,,,1.475
98,"2014-11-17 00:01:29.407373","2014-11-17 00:01:29.407373",9,1,,17,,1,2,,,,2200,,1,1,65,http://ark.intel.com/products/27300/Intel-Xeon-Processor-2_20-GHz-2M-Cache-400-MHz-FSB,,82,555,,1.475
99,"2014-11-17 00:01:29.429470","2014-11-17 00:01:29.429470",9,1,,17,,1,2,,,,2700,,1,1,80,http://ark.intel.com/products/27302/Intel-Xeon-Processor-2_70-GHz-2M-Cache-400-MHz-FSB,,82,555,,1.475
100,"2014-11-17 00:01:29.450654","2014-11-17 00:01:29.450654",9,5,,10,,4,2,,,,1400,,1,1,30,http://ark.intel.com/products/27312/Mobile-Intel-Celeron-Processor-1_40-GHz-256K-Cache-400-MHz-FSB,,55,131,,1.3
101,"2014-11-17 00:01:29.470469","2014-11-17 00:01:29.470469",9,5,,10,,4,2,,,,1500,,1,1,30,http://ark.intel.com/products/27313/Mobile-Intel-Celeron-Processor-1_50-GHz-256K-Cache-400-MHz-FSB,,55,131,,1.3
102,"2014-11-17 00:01:29.554205","2014-11-17 00:01:29.554205",9,5,,10,,4,2,,,,1600,,1,1,30,http://ark.intel.com/products/27314/Mobile-Intel-Celeron-Processor-1_60-GHz-256K-Cache-400-MHz-FSB,,55,131,,1.3
103,"2014-11-17 00:01:29.576793","2014-11-17 00:01:29.576793",9,5,,10,,4,2,,,,2000,,1,1,32,http://ark.intel.com/products/27317/Mobile-Intel-Celeron-Processor-2_00-GHz-256K-Cache-400-MHz-FSB,,55,131,,1.3
104,"2014-11-17 00:01:29.596580","2014-11-17 00:01:29.596580",9,5,,10,,4,2,,,,2500,,1,1,61,http://ark.intel.com/products/27320/Mobile-Intel-Celeron-Processor-2_50-GHz-256K-Cache-400-MHz-FSB,,55,131,,1.2
105,"2014-11-17 00:01:29.632823","2014-11-17 00:01:29.632823",9,5,,18,,6,2,,,,500,,1,1,,http://ark.intel.com/products/27322/Mobile-Intel-Celeron-Processor-500-MHz-128K-Cache-100-MHz-FSB,,,,,
